X,Y,fid,ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
994988.055844133,200324.093350074,330452,NYR000153536,WILLIAMSBURG TERRACE CONDO,NY,------,LQG,201 BERRY ST,BROOKLYN,NY,"11211",40.716513,-73.961264,"1  ",N  ,H----,------         
993783.278945991,200350.548871793,308450,NYR000042374,KING COLLISION,NY,------,Other,237 KENT AVE,BROOKLYN,NY,"11211",40.716587,-73.96561,N  ,N  ,-----,------         
993796.846242703,200391.359321125,518149,NYP004826416,CON EDISON,NY,------,Other,235 KENT AVE,BROOKLYN,NY,"11249",40.716699,-73.965561,N  ,N  ,-----,------         
994402.825338125,200406.179435055,314706,NYD986884864,ROHNER FURNITURE INC,NY,------,Other,100 METROPOLITAN AVE,BROOKLYN,NY,11211-3921,40.716739,-73.963375,N  ,N  ,-----,------         
994452.420422476,200467.407952856,629244,NYP004745741,CON EDISON,NY,------,Other,233 WYTHE AVE,BROOKLYN,NY,"11249",40.716907,-73.963196,N  ,N  ,-----,------         
993966.397169288,200647.187391359,445266,NYP004313193,CON EDISON SERVICE BOX: 12588,NY,------,Other,214 KENT AVE,BROOKLYN,NY,"11211",40.717401,-73.964949,N  ,N  ,-----,------         
994582.629308864,200655.458152828,348314,NYP004241576,CON EDISON VAULT 2803,NY,------,Other,242 WYTHE AVE,BROOKLYN,NY,"11206",40.717423,-73.962726,N  ,N  ,-----,------         
994582.629308864,200655.458152828,635865,NYP004245213,CON EDISON VAULT 2803,NY,------,Other,242 WYTHE AVE,BROOKLYN,NY,"11201",40.717423,-73.962726,N  ,N  ,-----,------         
994501.259046447,199696.503856025,860033,NYR000010462,PUBLIC SCHOOL 84K,NY,------,LQG,250 BERRY ST,BROOKLYN,NY,"11211",40.714791,-73.963021,"1  ",N  ,H----,------         
993456.406124486,199725.958553719,863682,NYP004346409,CON EDISON - MANHOLE 10,NY,------,Other,E/S KENT AVE 290` S/O SOUTH 9,BROOKLYN,NY,"11211",40.714873,-73.96679,N  ,N  ,-----,------         
996022.097983332,198534.615854435,408438,NYP004725024,CON EDISON,NY,------,Other,2ND ST & HAVEMEYER ST SE COR,BROOKLYN,NY,"11211",40.7116,-73.957537,N  ,N  ,-----,------         
995263.2924471,198575.063579004,564614,NYD159553346,JHS 50K SCHOOL,NY,------,LQG,183 S 3RD ST,BROOKLYN,NY,"11211",40.711712,-73.960274,"1  ",N  ,H----,------         
997359.657665105,198701.438403557,444695,NYP004333993,CON EDISON SERVICE BOX: 13683,NY,------,Other,155 HOPE ST & KEAP ST FRONT OF,BROOKLYN,NY,"11211",40.712056,-73.952712,N  ,N  ,-----,------         
996122.233170924,198989.714187755,445228,NYP004341020,CON EDISON SERVICE BOX: 14051,NY,------,Other,308 GRAND ST,BROOKLYN,NY,"11249",40.712849,-73.957175,N  ,N  ,-----,------         
997752.048620459,199003.684503009,305264,NYD986971943,TOWNE HOUSE RESTORATIONS,NY,------,Other,475 KEAP ST - REAR ENTRANCE,BROOKLYN,NY,"11211",40.712885,-73.951296,N  ,N  ,-----,------         
996081.184209956,199029.041831221,434927,NYP004430906,CON EDISON SERVICE BOX: 14058,NY,------,Other,295 GRAND ST,BROOKLYN,NY,"11211",40.712957,-73.957323,N  ,N  ,-----,------         
997710.449676872,199030.257499843,624350,NYP004292041,CON EDISON - MANHOLE 4902,NY,------,Other,594 UNION AVE,BROOKLYN,NY,"11211",40.712958,-73.951446,N  ,N  ,-----,------         
997532.436891225,199089.909452462,615181,NYD982717548,LEINOFF S F A INC,NY,------,Other,475 KEAP ST,BROOKLYN,NY,"11211",40.713122,-73.952088,N  ,N  ,-----,------         
997147.368544308,199090.429863674,422711,NYP004574968,CON EDISON MANHOLE: 135,NY,------,Other,RODNEY ST & AINSLIE ST,BROOKLYN,NY,"11206",40.713124,-73.953477,N  ,N  ,-----,------         
996336.983642851,199192.388563784,588333,NYP004183919,CON EDISON,NY,------,Other,62 HOPE ST & HAVEMEYER ST,BROOKLYN,NY,"11211",40.713405,-73.9564,N  ,N  ,-----,------         
997606.643631844,199253.17059313,581200,NYD986931582,CAPE ALAVA BROOKLYN NAVY YARD,NY,------,Other,FLUSHING AVE PIER 6,BROOKLYN,NY,"11211",40.71357,-73.95182,N  ,N  ,-----,------         
997825.002283442,199421.977347536,443034,NYP004314845,CON EDISON MANHOLE: 15302,NY,------,Other,534 METROPOLITAN AVE,BROOKLYN,NY,"11211",40.714033,-73.951032,N  ,N  ,-----,------         
996698.643126796,199425.743790521,435684,NYP004540647,CON EDISON SERVICE BOX: 15288,NY,------,Other,398 METROPOLITAN AVE,BROOKLYN,NY,"11211",40.714045,-73.955095,N  ,N  ,-----,------         
997149.128232857,199429.987343859,400527,NYP004287918,CON EDISON MANHOLE: M64808,NY,------,Other,MEEKER & METROPOLITAN AVE,BROOKLYN,NY,"11201",40.714056,-73.95347,N  ,N  ,-----,------         
997149.128232857,199429.987343859,442953,NYP004313870,CON EDISON SERVICE BOX: 15292,NY,------,Other,METROPOLITAN AVE & MEEKER AVE,BROOKLYN,NY,"11211",40.714056,-73.95347,N  ,N  ,-----,------         
996464.382038877,199440.926319976,438633,NYP004442190,CON EDISON SERVICE BOX: 15287,NY,------,Other,METROPOLITAN AVE & HAVEMEYER,BROOKLYN,NY,"11211",40.714087,-73.95594,N  ,N  ,-----,------         
996190.723468657,199521.306899424,575558,NYD987034188,ATHLETIC NOVELTIES MFG CO,NY,------,Other,332 METROPOLITAN AVE,BROOKLYN,NY,11211-3308,40.714308,-73.956927,N  ,N  ,-----,------         
995181.772493351,199832.333051736,363001,NYP004310553,CON EDISON SERVICE BOX: 23555,NY,------,Other,261 BEDFORD AVE,BROOKLYN,NY,"11211",40.715163,-73.960566,N  ,N  ,-----,------         
995696.752723751,200025.66676004,301558,NYD012565057,LOUIS JACOBS & SON INC,NY,------,Other,161 N 4TH ST,BROOKLYN,NY,11211-3216,40.715693,-73.958708,N  ,N  ,-----,------         
995319.596027774,200337.723058721,384107,NYP004307443,CON EDISON SERVICE BOX: 72086,NY,------,Other,125 N 4TH ST FRONT OF,BROOKLYN,NY,"11211",40.71655,-73.960068,N  ,N  ,-----,------         
995267.709844121,201050.69562198,619064,NYP004735288,CON EDISON,NY,------,Other,95 N 6TH ST,BROOKLYN,NY,"11249",40.718507,-73.960254,N  ,N  ,-----,------         
995295.575099705,201340.716056363,430087,NYP004436176,CON EDISON SERVICE BOX: 16235,NY,------,Other,98 N 7TH ST,BROOKLYN,NY,"11249",40.719303,-73.960153,N  ,N  ,-----,------         
995215.428986916,201417.917836315,427294,NYP004436184,CON EDISON MANHOLE: 53555,NY,------,Other,WYTHE AVE & N 7TH ST SE COR,BROOKLYN,NY,"11249",40.719515,-73.960442,N  ,N  ,-----,------         
995339.494959629,202283.990138763,416893,NYR000200212,BOTUN HOLDINGS CORP,NY,------,Other,67 KENT AVE,BROOKLYN,NY,"11211",40.721892,-73.959993,N  ,N  ,-----,------         
995167.086469271,205346.483726528,304807,NYR000105304,NYCPR - MONUMENTS FIELD OFFICE,NY,------,VSQG,10 KENT ST,BROOKLYN,NY,"11272",40.730298,-73.96061,"3  ",N  ,H----,------         
998099.326741469,205458.741028774,404429,NYR000191833,SCRAP KING GREENPOINT LLC,NY,------,Other,374 GREENPOINT AVE,BROOKLYN,NY,"11222",40.730602,-73.95003,N  ,N  ,H----,------         
997483.837533148,206851.237904753,418135,NYP004349015,CON EDISON SERVICE BOX: 8385,NY,------,Other,348 MCGUINESS BLVD,BROOKLYN,NY,"11222",40.734425,-73.952248,N  ,N  ,-----,------         
997669.733234882,206966.83352378,413161,NYP004725644,CON EDISON,NY,------,Other,242 FREEMAN ST,BROOKLYN,NY,"11222",40.734742,-73.951577,N  ,N  ,-----,------         
995728.81594496,207235.076532451,419975,NYP004311874,CON EDISON SERVICE BOX: 26134,NY,------,Other,271 FRANKLIN ST,BROOKLYN,NY,"11205",40.735481,-73.95858,N  ,N  ,-----,------         
996635.668673069,207638.475086699,402087,NYP000969212,VERIZON,NY,------,Other,MANHATTAN AVE & CLAY ST,BROOKLYN,NY,"11222",40.736587,-73.955307,N  ,N  ,-----,------         
996601.451058129,207894.583143129,315566,NYP004138830,CON EDISON MANHOLE 7662,NY,------,Other,MANHATTAN AVE & BOX ST,BROOKLYN,NY,"11222",40.73729,-73.95543,N  ,N  ,-----,------         
996592.734156999,208141.595958802,304299,NYR000135772,S & G WOODWORKING INC,NY,------,VSQG,1155 MANHATTAN AVE - MAIN FLOOR,BROOKLYN,NY,"11222",40.737968,-73.955461,"3  ",N  ,H----,------         
997225.079709706,208235.560095549,331611,NYP004046157,T11,NY,------,Other,ASH AND MCGUINESS,NEW YORK,NY,"11222",40.738225,-73.953179,N  ,N  ,-----,------         
996564.601928377,208422.117485277,307601,NYR000014142,MINERALS & METALS - M & R CORP,NY,------,Other,1205 MANHATTAN AVE,BROOKLYN,NY,"11222",40.738738,-73.955562,N  ,N  ,-----,------         
997821.051307337,208447.563952575,306824,NYR000078469,CON EDISON  - 11TH STREET,NY,------,VSQG,ASH STREET AND MCGUINESS BLVD,BROOKLYN,NY,"11222",40.738806,-73.951028,"3  ",N  ,H----,------         
995248.298251127,201066.717365308,627722,NYP004480638,CON EDISON MANHOLE: 16227,NY,------,Other,93 N 6TH ST,BROOKLYN,NY,"11211",40.718551,-73.960324,N  ,N  ,-----,------         
997395.986422146,198680.326910698,633173,NYP004300711,CON EDISON - MANHOLE 132,NY,------,Other,SWC         HOPE,BROOKLYN,NY,"11211",40.711998,-73.952581,N  ,N  ,-----,------         
997710.449676872,199030.257499843,637112,NYP004292702,CON EDISON - MANHOLE 4901,NY,------,Other,232 UNION AVE,BROOKLYN,NY,"11211",40.712958,-73.951446,N  ,N  ,-----,------         
997359.657665105,198701.438403557,723946,NYP004339487,CON EDISON SERVICE BOX: 13685,NY,------,Other,176 HOPE ST & KEAP ST FRONT OF,BROOKLYN,NY,"11211",40.712056,-73.952712,N  ,N  ,-----,------         
997147.368544308,199090.429863674,751697,NYP004183976,CON EDISON,NY,------,Other,AINSLIE ST & RODNEY ST,BROOKLYN,NY,"11211",40.713124,-73.953477,N  ,N  ,-----,------         
995181.46767908,201120.608103732,755281,NYP004770798,CON EDISON,NY,------,Other,85 N 6TH ST,BROOKLYN,NY,"11249",40.718699,-73.960565,N  ,N  ,-----,------         
997676.203444679,199295.835809304,828276,NYP005051974,CON EDISON - MANHOLE 43208,NY,------,Other,UNION AVE & KEAP ST INT,BROOKLYN,NY,"11211",40.713687,-73.951569,N  ,N  ,-----,------         
995298.408195828,199992.691747461,829051,NYP004758504,CON EDISON,NY,------,Other,3RD ST & BEDFORD AVE,BROOKLYN,NY,"11211",40.715603,-73.960145,N  ,N  ,-----,------         
995602.406619194,199632.144681456,829658,NYP004291316,CON EDISON - MANHOLE 12426,NY,------,Other,DRIGGS AVE,BROOKLYN,NY,"11211",40.714613,-73.959049,N  ,N  ,-----,------         
996448.295776106,199455.491448778,832439,NYP005172952,CON EDISON SERVICE BOX: 15284,NY,------,Other,359 METROPOLITAN AVE,BROOKLYN,NY,"11211",40.714127,-73.955998,N  ,N  ,-----,------         
995818.631518518,199647.184686085,849080,NYP004790853,CON EDISON,NY,------,Other,280 METROPOLITIAN AVE,BROOKLYN,NY,"11235",40.714654,-73.958269,N  ,N  ,-----,------         
995298.408195828,199992.691747461,855175,NYP004803201,CON EDISON,NY,------,Other,BEDFORD AVE & N 3RD ST,BROOKLYN,NY,"11212",40.715603,-73.960145,N  ,N  ,-----,------         
996741.498060765,199110.619510185,859523,NYP004884918,CON EDISON,NY,------,Other,32 MARCY AVE,BROOKLYN,NY,"11211",40.71318,-73.954941,N  ,N  ,-----,------         
996156.883790271,198995.560510929,865138,NYP004811721,CON EDISON,NY,------,Other,305 GRAND ST,BROOKLYN,NY,"11211",40.712865,-73.95705,N  ,N  ,-----,------         
995380.198652956,200570.194182363,1204914,NYR000254938,STREET FIVE 116 LLC - 116 N 5TH ST LLC,NY,------,Other,116 N 5TH ST,BROOKLYN,NY,"11249",40.717188,-73.959849,N  ,N  ,-----,------         
996558.493637123,200814.866848334,1516267,NYR000272765,NYSDEC FORMER STERLING TRANSFORMER CORP SITE BCP #C224203A,NY,------,SQG,510 DRIGGS AVE,BROOKLYN,NY,"11211",40.717858,-73.955598,"2  ",N  ,H----,------         
995265.226041771,196763.247155305,422033,NYP004431250,CON EDISON SERVICE BOX: 9014,NY,------,Other,190 WILSON ST,BROOKLYN,NY,"11217",40.706739,-73.96027,N  ,N  ,-----,------         
995477.220706138,196987.772359645,621688,NYP004757019,CON EDISON,NY,------,Other,DIVISION AVE & WILSON ST SB719,BROOKLYN,NY,"11211",40.707355,-73.959505,N  ,N  ,-----,------         
995556.509651458,196998.010550113,412322,NYP004723250,CON EDISON,NY,------,Other,207 DIVISION AVE,BROOKLYN,NY,"11211",40.707383,-73.959219,N  ,N  ,-----,------         
995738.429981144,196905.556247623,408422,NYP004725677,CON EDISON,NY,------,Other,349 WILLIAMSBURG ST,BROOKLYN,NY,"11211",40.707129,-73.958563,N  ,N  ,-----,------         
996068.224516377,196614.250517633,428434,NYP004443065,CON EDISON SERVICE BOX: 38037,NY,------,Other,236 MARCY AVE,BROOKLYN,NY,"11211",40.706329,-73.957374,N  ,N  ,-----,------         
996154.13030315,197266.080343436,421957,NYR000212779,138 BROADWAY CONDOMINIUM,NY,------,LQG,138 BROADWAY,BROOKLYN,NY,"11211",40.708118,-73.957063,"1  ",N  ,H----,------         
996823.43231794,196681.667998566,613617,NYR000177741,NYC DEPT OF ED - PUBLIC SCHOOL 778K,NY,------,SQG,250 HOOPER ST,BROOKLYN,NY,"11211",40.706513,-73.95465,"2  ",N  ,H----,------         
996991.600637116,196919.299590071,446136,NYP004309944,CON EDISON SERVICE BOX: 15591,NY,------,Other,399 BROADWAY,BROOKLYN,NY,"11211",40.707165,-73.954043,N  ,N  ,-----,------         
997062.783492592,196529.138968362,446622,NYP004414199,CON EDISON MANHOLE: 14229,NY,------,Other,HARRISON AVE & HEWES ST,BROOKLYN,NY,"11211",40.706094,-73.953787,N  ,N  ,-----,------         
997102.271562935,196829.732745882,435885,NYP004517090,CON EDISON,NY,------,Other,414 BROADWAY,BROOKLYN,NY,"11211",40.706919,-73.953644,N  ,N  ,-----,------         
997389.873163571,197684.607209566,623881,NYP004737342,CON EDISON,NY,------,Other,370 HOOPER ST,BROOKLYN,NY,"11211",40.709265,-73.952605,N  ,N  ,-----,------         
997635.803878388,197153.547641673,518709,NYP004801742,CON EDISON,NY,------,Other,S 4TH ST & HEWES ST,BROOKLYN,NY,"11234",40.707807,-73.951719,N  ,N  ,-----,------         
998005.113212597,196641.141323496,606889,NYR000230664,NEW YORK CITY POLICE DEPARTMENT - 90 PRECINCT STATION HOUSE,NY,------,Other,211 UNION AVE,BROOKLYN,NY,"11211",40.7064,-73.950388,N  ,N  ,-----,------         
998512.141435998,197703.094603993,601544,NYP004310678,CON EDISON SERVICE BOX: 14414,NY,------,Other,416 LORIMER ST,BROOKLYN,NY,"11206",40.709314,-73.948557,N  ,N  ,-----,------         
998571.16131501,196820.720269043,438910,NYP004570875,CON EDISON SERVICE BOX: 40087,NY,------,Other,47 MONTROSE AVE,BROOKLYN,NY,"11216",40.706892,-73.948346,N  ,N  ,-----,------         
998580.713845498,197076.486107572,627116,NYP004727236,CON EDISON - TRANSFORMER MANHOLE 2443,NY,------,Other,LORIMER & MESEROLE ST,BROOKLYN,NY,"11209",40.707594,-73.948311,N  ,N  ,-----,------         
998607.907425376,197037.518827244,632461,NYP004750618,CON EDISON,NY,------,Other,354 LORIMER ST,BROOKLYN,NY,"11206",40.707487,-73.948213,N  ,N  ,-----,------         
998615.808281523,196805.080498049,434880,NYP004416525,CON EDISON VAULT SUBMERSIBLE: 1472,NY,------,Other,30 MONTROSE AVE & LORIMER ST,BROOKLYN,NY,"11206",40.706849,-73.948185,N  ,N  ,-----,------         
998986.328186815,197535.786385417,586791,NYP004553327,CON EDISON SERVICE BOX: 14329,NY,------,Other,151 LEONARD ST,BROOKLYN,NY,"11206",40.708854,-73.946847,N  ,N  ,-----,------         
999105.064998835,196507.353207307,447382,NYP004313771,CON EDISON SERVICE BOX: 14335,NY,------,Other,97 LEONARD ST,BROOKLYN,NY,"11206",40.706031,-73.946421,N  ,N  ,-----,------         
999105.622192187,196502.981580849,447381,NYP004313763,CON EDISON SERVICE BOX: 14336,NY,------,Other,95 LEONARD ST,BROOKLYN,NY,"11206",40.706019,-73.946419,N  ,N  ,-----,------         
999498.116436526,197103.642601103,437693,NYP004572608,CON EDISON SERVICE BOX: 15128,NY,------,Other,141 MANHATTAN AVE,BROOKLYN,NY,"11206",40.707667,-73.945002,N  ,N  ,-----,------         
999590.607533011,196402.000042548,438235,NYP004512539,CON EDISON SERVICE BOX: 15136,NY,------,Other,MANHATTAN AVE & BOERUM ST,BROOKLYN,NY,"11206",40.705741,-73.94467,N  ,N  ,-----,------         
999639.717757245,197218.860703864,442489,NYP004391231,CON EDISON SERVICE BOX: 15226,NY,------,Other,127 MESEROLE ST,BROOKLYN,NY,"11206",40.707983,-73.944491,N  ,N  ,-----,------         
999640.839247483,197199.187554283,444128,NYP004368676,CON EDISON SERVICE BOX: 15225,NY,------,Other,132 MESEROLE ST,BROOKLYN,NY,"11206",40.707929,-73.944487,N  ,N  ,-----,------         
999781.894367389,196434.547405158,427624,NYP004513586,CON EDISON SERVICE BOX: 13302,NY,------,Other,123 BOERUM ST,BROOKLYN,NY,"11206",40.70583,-73.94398,N  ,N  ,-----,------         
999783.320827726,197236.804598979,428869,NYP004446811,CON EDISON SERVICE BOX: 15227,NY,------,Other,139 MESEROLE ST,BROOKLYN,NY,"11206",40.708032,-73.943973,N  ,N  ,-----,------         
999787.729148156,196415.241621981,421315,NYP004523163,CON EDISON MANHOLE: 221,NY,------,Other,124 BOERUM ST,BROOKLYN,NY,"11206",40.705777,-73.943959,N  ,N  ,-----,------         
999825.370282597,196949.010299784,439148,NYP004507349,CON EDISON SERVICE BOX: 16028,NY,------,Other,140 MONTROSE AVE,BROOKLYN,NY,"11206",40.707242,-73.943822,N  ,N  ,-----,------         
999860.629266517,196444.070628632,440676,NYP004513594,CON EDISON,NY,------,Other,129 BOERUM ST,BROOKLYN,NY,"11206",40.705856,-73.943696,N  ,N  ,-----,------         
999913.600744748,197706.875269439,427173,NYP004497020,CON EDISON SERVICE BOX: 12962,NY,------,Other,214 GRAHAM,BROOKLYN,NY,"11206",40.709322,-73.943502,N  ,N  ,-----,------         
999932.710647539,196452.496805753,424924,NYP004513966,CON EDISON SERVICE BOX: 13305,NY,------,Other,135 BOERUM ST,BROOKLYN,NY,"11206",40.705879,-73.943436,N  ,N  ,-----,------         
999994.698545489,197060.240676181,440923,NYP004507372,CON EDISON SERVICE BOX: 12974,NY,------,Other,170 GRAHAM AVE,BROOKLYN,NY,"11211",40.707547,-73.943211,N  ,N  ,-----,------         
999999.834145498,197263.540589615,441296,NYP004527214,CON EDISON MANHOLE: 15229,NY,------,Other,151 MESEROLE ST,BROOKLYN,NY,"11206",40.708105,-73.943192,N  ,N  ,-----,------         
1000020.61368431,196859.146963424,438335,NYP004507406,CON EDISON SERVICE BOX: 12981,NY,------,Other,158 GRAHAM AVE,BROOKLYN,NY,"11211",40.706995,-73.943118,N  ,N  ,-----,------         
996618.359478202,196495.024997465,823012,NYP004786331,CON EDISON,NY,------,Other,258 HOOPER ST,BROOKLYN,NY,"11211",40.706001,-73.95539,N  ,N  ,-----,------         
995477.220706138,196987.772359645,826089,NYP004764494,CON EDISON,NY,------,Other,DIVISION AVE & WILSON ST,BROOKLYN,NY,"11221",40.707355,-73.959505,N  ,N  ,-----,------         
995477.220706138,196987.772359645,826090,NYP004764502,CON EDISON,NY,------,Other,DIVISION AVE & WILSON ST,BROOKLYN,NY,"11221",40.707355,-73.959505,N  ,N  ,-----,------         
995405.572460619,197242.770753908,827253,NYP004308391,CON EDISON SERVICE BOX: 11925,NY,------,Other,255 HAVEMEYER ST OPPOSITE,BROOKLYN,NY,"11211",40.708055,-73.959763,N  ,N  ,-----,------         
995376.313946589,196357.433595969,827400,NYP004782165,CON EDISON,NY,------,Other,70 LEE AVE,BROOKLYN,NY,"11211",40.705625,-73.95987,N  ,N  ,-----,------         
996803.021960525,197545.84999442,850466,NYP004734661,CON EDISON - MANHOLE 151,NY,------,Other,467 KEAP ST,BROOKLYN,NY,"11211",40.708885,-73.954722,N  ,N  ,-----,------         
996803.021960525,197545.84999442,850467,NYP004734679,CON EDISON - SERVICE BOX 13993,NY,------,Other,487 KEAP ST,BROOKLYN,NY,"11211",40.708885,-73.954722,N  ,N  ,-----,------         
996803.021960525,197545.84999442,856205,NYP005087980,CON EDISON - MANHOLE 152,NY,------,Other,459 KEAP ST,BROOKLYN,NY,"11211",40.708885,-73.954722,N  ,N  ,-----,------         
997065.002118796,196528.047150943,856212,NYP005088121,CON EDISON - MANHOLE M15607,NY,------,Other,HEWES ST & HARRISON AVE INT,BROOKLYN,NY,"11211",40.706091,-73.953779,N  ,N  ,-----,------         
997485.060228653,197514.880901703,856442,NYP004767034,CON EDISON,NY,------,Other,381 S 3RD ST,BROOKLYN,NY,"11211",40.708799,-73.952262,N  ,N  ,-----,------         
998243.176321573,197291.972483116,870347,NYD987001021,MODERN CHROME FURNITURE,NY,------,Other,24 SCHOLES ST,BROOKLYN,NY,11206-1810,40.708186,-73.949528,N  ,N  ,-----,------         
996628.220513148,201609.873342544,447589,NYP004334736,CON EDISON MANHOLE: 59707,NY,------,Other,11TH ST & BEDFORD AVE N,BROOKLYN,NY,"11211",40.72004,-73.955345,N  ,N  ,-----,------         
996684.184004292,201669.288046042,334267,NYD001601384,REICHHOLD CHEMICALS INC,NY,------,Other,105 BEDFORD AVE,BROOKLYN,NY,11211-1114,40.720203,-73.955143,N  ,N  ,-----,------         
995667.125544042,201714.328198708,372376,NYP004289005,CON EDISON SERVICE BOX: 16294,NY,------,Other,96 N 9TH ST FRONT OF,BROOKLYN,NY,"11249",40.720328,-73.958812,N  ,N  ,-----,------         
997341.374518164,201751.609168286,376717,NYP004291357,CON EDISON MANHOLE: 12426,NY,------,Other,DRIGGS AVE & UNION AVE W SIDE,BROOKLYN,NY,"11222",40.720428,-73.952772,N  ,N  ,-----,------         
995571.1442008,201866.573615653,447700,NYP004333639,CON EDISON SERVICE BOX: 53552,NY,------,Other,120 WYTHE AVE,BROOKLYN,NY,"11206",40.720746,-73.959158,N  ,N  ,-----,------         
996279.638854592,201898.976666871,595297,NYD001280791,SEAL RITE PAINT & CHEMICAL,NY,------,Other,119 N 11TH ST,BROOKLYN,NY,"11211",40.720834,-73.956602,N  ,N  ,-----,------         
995375.528526622,202286.557004356,297145,NYP004031548,CONSOLIDATED EDISON INC - V5137,NY,------,Other,44-84 N 10TH ST,BROOKLYN,NY,"11235",40.721899,-73.959863,N  ,N  ,-----,------         
997232.38590263,202362.534268276,289343,NYR000083642,NYC DOE - K610,NY,------,LQG,50 BEDFORD AVE,BROOKLYN,NY,"11222",40.722105,-73.953164,"1  ",N  ,H----,------         
996733.944477807,202468.656821106,313436,NYD001235209,REGENT CONTROL CORP,NY,------,Other,4-6 BERRY ST,BROOKLYN,NY,11211-1024,40.722397,-73.954962,N  ,N  ,-----,------         
995935.894316355,202520.721994405,294282,NYR000107276,NATIONS RENT,NY,------,Other,91 N 12TH ST,BROOKLYN,NY,"11211",40.722541,-73.957841,N  ,N  ,-----,------         
997651.493572866,202868.454812308,298899,NYP000949958,VERIZON NEW YORK INC,NY,------,Other,NASSAU AVE & LORIMAR ST,NEW YORK,NY,"10016",40.723493,-73.951651,N  ,N  ,-----,------         
995854.208986394,202921.447350026,318020,NYP004127684,CON EDISON - VAULT 4146,NY,------,Other,13 ST & KENT AVE,BROOKLYN,NY,"11211",40.723641,-73.958135,N  ,N  ,-----,------         
997255.798877011,203154.239235825,291768,NYD982534182,C & J COLLISION SERVICE INC,NY,------,Other,74 GUERNSEY ST,BROOKLYN,NY,11222-3112,40.724278,-73.953078,N  ,N  ,-----,------         
997194.204249657,203267.513339027,300614,NYD061480042,C H LEIBFRIED MFG CORP,NY,------,Other,95-101 GUERNSEY ST,BROOKLYN,NY,"11222",40.724589,-73.9533,N  ,N  ,-----,------         
996174.715159441,203316.538610649,269221,NYR000143495,NYCDEP - BROOKLYN WATER MAINTENANCE,NY,------,VSQG,22 N 15TH ST,BROOKLYN,NY,"11205",40.724725,-73.956978,"3  ",N  ,H----,------         
996085.420912874,203403.934354386,297786,NYD001486885,V E 2 PLATING CO,NY,------,Other,7-11 N 15 ST,BROOKLYN,NY,"11222",40.724965,-73.9573,N  ,N  ,-----,------         
996046.241918059,203602.840289183,304804,NYD980646491,POLY CONVERTERS OF AMERICA INC,NY,------,Other,2 MESEROLE AVE,BROOKLYN,NY,11222-2609,40.725511,-73.957441,N  ,N  ,-----,------         
996490.814075308,203636.579610086,284921,NYD986936995,ARTHUR J EVERS CORP,NY,------,Other,221 BANKER ST,BROOKLYN,NY,11222-2844,40.725603,-73.955837,N  ,N  ,-----,------         
997565.088361021,203738.06664813,287056,NYR000001057,J RAFA CLEANERS,NY,------,SQG,718 MANHATTAN AVE,BROOKLYN,NY,"11222",40.72588,-73.951961,"2  ",N  ,H----,------         
996050.85973772,203795.938316217,296851,NY0000623140,PAT & DOMS BODY & FENDER REPAIR,NY,------,Other,25 FRANKLIN ST,BROOKLYN,NY,"11222",40.726041,-73.957424,N  ,N  ,-----,------         
996444.634676587,201770.085939056,830541,NYP004742391,CON EDISON,NY,------,Other,135 N 11TH ST,BROOKLYN,NY,"11211",40.72048,-73.956007,N  ,N  ,-----,------         
995909.327272677,201856.168618083,855275,NYP005088790,CON EDISON - VAULT 2729,NY,------,Other,49 N 10TH ST,BROOKLYN,NY,"11249",40.720717,-73.957938,N  ,N  ,-----,------         
995430.900060536,201230.750164878,430035,NYP004436275,CON EDISON SERVICE BOX: 16236,NY,------,Other,112 N 7TH ST,BROOKLYN,NY,"11249",40.719001,-73.959665,N  ,N  ,-----,------         
995436.934396813,200170.184691191,518488,NYP004803912,CON EDISON,NY,------,Other,238 BEDFORD AVE,BROOKLYN,NY,"11211",40.71609,-73.959645,N  ,N  ,-----,------         
995449.202327181,201215.821046916,432750,NYP004436549,CON EDISON SERVICE BOX: 16231,NY,------,Other,114 N 7TH ST,BROOKLYN,NY,"11249",40.71896,-73.959599,N  ,N  ,-----,------         
995481.256811835,200836.202701751,1095546,NYR000244830,N6 RETAIL,NY,------,Other,130 N 6TH ST,BROOKLYN,NY,"11249",40.717918,-73.959484,N  ,N  ,-----,------         
995568.306400444,200822.034352881,860064,NYR000231977,NORTH SIX 141 LLC,NY,------,Other,141 N 6TH ST,BROOKLYN,NY,"11249",40.717879,-73.95917,N  ,N  ,-----,------         
995574.4249018,200779.410458641,727967,NYP004336137,CON EDISON SERVICE BOX: 16211,NY,------,Other,138 N 6TH ST,BROOKLYN,NY,"11220",40.717762,-73.959148,N  ,N  ,-----,------         
995609.757469534,201098.945556077,432751,NYP004436556,CON EDISON SERVICE BOX: 69315,NY,------,Other,N 7TH ST & BERRY ST 28 FEET,BROOKLYN,NY,"11249",40.718639,-73.95902,N  ,N  ,-----,------         
995634.077726172,200077.007880126,616517,NYD056410707,APPLIED CIRCUITS INC,NY,------,Other,155 N 4TH ST,BROOKLYN,NY,11211-3216,40.715834,-73.958934,N  ,N  ,-----,------         
