X,Y,fid,ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
996181.356685852,201651.546990946,288845,NYR000117317,125 NORTH 10TH STREET LLC,NY,------,SQG,125 N 10TH ST,BROOKLYN,NY,"11211",40.720155,-73.956957,"2  ",N  ,H----,------         
996684.184004292,201669.288046042,289566,NYP000891556,HORSE HEAD INDUSTRIES,NY,------,Other,105 BEDFORD AVENUE,BROOKLYN,NY,"11211",40.720203,-73.955143,N  ,N  ,-----,------         
994530.514081772,201307.588946989,291784,NYP000920330,NYNEX-MANHOLE,NY,------,Other,KENT AVE & N 5TH ST,BROOKLYN,NY,11201-0000,40.719213,-73.962913,N  ,N  ,-----,------         
990668.435596959,199627.415938967,292999,NYP004112967,CON EDISON  - FDR MH 394,NY,------,Other,FDR & DELANCY ST,NEW YORK,NY,"10003",40.714605,-73.976847,N  ,N  ,-----,------         
996684.184004292,201669.288046042,293793,NYD103671723,N J Z COLORS INC,NY,------,Other,105 BEDFORD AVE,BROOKLYN,NY,"11211",40.720203,-73.955143,N  ,N  ,-----,------         
994206.914850566,201562.849813115,296457,NYD982539371,JUMBO CARTING REFUSE,NY,------,Other,2 N FIFTH ST,BROOKLYN,NY,"11211",40.719914,-73.96408,N  ,N  ,-----,------         
991065.575400279,202988.117179201,324802,NYP004291464,CON EDISON SERVICE BOX: 25709,NY,------,Other,118 AVE D,NEW YORK,NY,"10009",40.723829,-73.975411,N  ,N  ,-----,------         
989524.851101818,196053.781185497,178326,NYP004221123,CON EDISON MANHOLE 55048,NY,------,Other,HUDSON AVE & MARSHALL ST,BROOKLYN,NY,"11201",40.704797,-73.980975,N  ,N  ,-----,------         
992983.543990459,197985.373814389,292464,NYD986876613,CALTON PARK REALTY CORP,NY,------,Other,419 KENT ST,BROOKLYN,NY,11211-5921,40.710096,-73.968498,N  ,N  ,-----,------         
994620.056276419,197412.928016086,320597,NYR000155713,NYSDOT BIN 1065490,NY,------,LQG,S 9TH ST OVER I-278,BROOKLYN,NY,"11211",40.708523,-73.962596,"1  ",N  ,H----,------         
996750.113993834,197457.290218104,296305,NYR000055368,KEAP CLEANERS,NY,------,Other,331 KEAP ST,BROOKLYN,NY,"11211",40.708642,-73.954913,N  ,N  ,-----,------         
998254.371870826,194711.425128566,290322,NY0000055384,PFIZER INC BROOKLYN PLANT,NY,------,Other,338 WALLABOUT ST,BROOKLYN,NY,11206-4923,40.701103,-73.949493,N  ,N  ,-----,------         
1000344.0171883,194580.107540315,450815,NYP004752705,CON EDISON,NY,------,Other,FLUSHING & BROADWAY VAULT 5606,BROOKLYN,NY,"11206",40.700739,-73.941957,N  ,N  ,-----,------         
1000344.0171883,194580.107540315,450816,NYP004752713,CON EDISON,NY,------,Other,FLUSHING AVE & BROADWAY VLT559,BROOKLYN,NY,"11206",40.700739,-73.941957,N  ,N  ,-----,------         
1000350.95108006,194577.197505378,461533,NYP004316972,CON EDISON - MANHOLE 478,NY,------,Other,573 FLUSHING AVE,BROOKLYN,NY,"11206",40.700731,-73.941932,N  ,N  ,-----,------         
1000070.64560964,194542.037055309,490416,NYP004756904,CON EDISON,NY,------,Other,745 FLUSHING AVE,BROOKLYN,NY,"11206",40.700635,-73.942943,N  ,N  ,-----,------         
1000049.84496034,194549.31008491,490483,NYP004733762,CON EDISON,NY,------,Other,743 FLUSHING AVE SB7429,BROOKLYN,NY,"11206",40.700655,-73.943018,N  ,N  ,-----,------         
1000049.84496034,194549.31008491,490484,NYP004733770,CON EDISON,NY,------,Other,743 FLUSHING AVE SB7432,BROOKLYN,NY,"11206",40.700655,-73.943018,N  ,N  ,-----,------         
1000595.72952912,194663.707782325,492788,NYP004765855,CON EDISON,NY,------,Other,791 FLUSHING AVE,BROOKLYN,NY,"11206",40.700968,-73.941049,N  ,N  ,-----,------         
997756.69694389,194645.198522618,506298,NYP004832735,CON EDISON,NY,------,Other,MARCY AVE & WALTON ST,BROOKLYN,NY,"11233",40.700922,-73.951288,N  ,N  ,-----,------         
997799.710414696,194581.829063713,577540,NYR000133769,CGS BUILDER,NY,------,Other,420 MARCY AVE,BROOKLYN,NY,"11211",40.700748,-73.951133,N  ,N  ,-----,------         
998690.022443864,194629.706695976,637305,NYD001513779,PFIZER INC,NY,------,LQG,60 GERRY STREET,BROOKLYN,NY,"11206",40.700878,-73.947922,"1  ",N  ,H----,------         
990824.364930066,195074.051321548,512552,NYP004782702,CON EDISON,NY,------,Other,E 2ND ST & E 3RD ST,BROOKLYN,NY,"11230",40.702107,-73.976289,N  ,N  ,-----,------         
995204.102770047,194594.723735165,443591,NYP004348470,CON EDISON MANHOLE: 923,NY,------,Other,WYTHE AVE & PENN ST SW COR,BROOKLYN,NY,"11249",40.700787,-73.960494,N  ,N  ,-----,------         
995204.102770047,194594.723735165,447628,NYP004348728,CON EDISON MANHOLE: 924,NY,------,Other,WYTHE AVE & PENN ST NW COR,BROOKLYN,NY,"11249",40.700787,-73.960494,N  ,N  ,-----,------         
995265.370107934,194619.161699977,480209,NYP004184248,CON EDISON,NY,------,Other,60 PENN ST,BROOKLYN,NY,"11211",40.700854,-73.960273,N  ,N  ,-----,------         
995663.527233433,194648.49272554,508421,NYP004828960,CON EDISON,NY,------,Other,101 RUTLEDGE ST,BROOKLYN,NY,"11235",40.700934,-73.958837,N  ,N  ,-----,------         
995330.497857974,194690.235886193,564570,NYP004571352,CON EDISON SERVICE BOX: 16461,NY,------,Other,68 PENN ST,BROOKLYN,NY,"11249",40.701049,-73.960038,N  ,N  ,-----,------         
996219.697841384,194745.673399874,626413,NYP004443586,CON EDISON SERVICE BOX: 14249,NY,------,Other,78 HEYWARD AVE,BROOKLYN,NY,"11206",40.7012,-73.956831,N  ,N  ,-----,------         
996896.892046574,194582.433476607,630844,NYP004315172,CON EDISON - MANHOLE 29152,NY,------,Other,251 LEE AVE,BROOKLYN,NY,"11206",40.700751,-73.954389,N  ,N  ,-----,------         
994654.990408616,194831.296056482,458082,NYP004320628,CON EDISON - MANHOLE 78471,NY,------,Other,13 HOOPER ST.,BROOKLYN,NY,"11249",40.701437,-73.962474,N  ,N  ,-----,------         
994581.377412721,195147.503368223,467796,NYP004724126,CON EDISON,NY,------,Other,49 KEAP ST,BROOKLYN,NY,"11249",40.702305,-73.962739,N  ,N  ,-----,------         
994083.531281899,195499.967734048,421354,NYP004510459,CON EDISON MANHOLE: 63609,NY,------,Other,681 WYTHE AVE,BROOKLYN,NY,"11249",40.703273,-73.964534,N  ,N  ,-----,------         
993872.434456946,195741.43396531,410144,NYR000225508,NYCHA - TAYLOR-WYTHE HOUSES,NY,------,Other,599 WYTHE AVE,BROOKLYN,NY,"11211",40.703936,-73.965295,N  ,N  ,-----,------         
994615.73092366,195860.512989465,485512,NYP004182911,CON EDISON,NY,------,Other,90 ROSS ST,BROOKLYN,NY,"11211",40.704262,-73.962614,N  ,N  ,-----,------         
994070.325761151,195928.415146663,462941,NYP004183158,CON EDISON - MANHOLE 53641,NY,------,Other,WYTHE PL & WYTHE AVE,BROOKLYN,NY,"11211",40.704449,-73.964581,N  ,N  ,-----,------         
995049.477411603,196243.978621582,489564,NYP004735114,CON EDISON,NY,------,Other,153 ROSS ST,BROOKLYN,NY,"11211",40.705314,-73.961049,N  ,N  ,-----,------         
994652.991863074,196255.099071794,481904,NYP004183182,CON EDISON,NY,------,Other,119 BEDFORD AVE & WILSON ST,BROOKLYN,NY,"11211",40.705345,-73.962479,N  ,N  ,-----,------         
993041.132752709,196672.346461875,457332,NYD046195541,CON EDISON - KENT AVENUE,NY,------,LQG,500 KENT AVENUE,BROOKLYN,NY,"11211",40.706492,-73.968292,"1  ",N  ,H----,------         
994799.466070641,196704.382269666,489134,NYP004756185,CON EDISON,NY,------,Other,164 TAYLOR ST,BROOKLYN,NY,"11211",40.706578,-73.96195,N  ,N  ,-----,------         
995093.073944097,196713.620389478,453433,NYP004730537,CON EDISON,NY,------,Other,39 LEE AVE,BROOKLYN,NY,"11211",40.706603,-73.960891,N  ,N  ,-----,------         
995039.2780848,196732.905860371,451099,NYP004517108,CON EDISON SERVICE BOX: 29110,NY,------,Other,28 LEE AVE,BROOKLYN,NY,"11211",40.706656,-73.961085,N  ,N  ,-----,------         
993016.921653338,196920.446899042,451228,NYP004159323,CON EDISON,NY,------,Other,485 KENT AVE FRONT OF,BROOKLYN,NY,"11201",40.707173,-73.968379,N  ,N  ,-----,------         
995018.897834,197049.135865054,488075,NYP004160172,CON EDISON,NY,------,Other,SW COR ROEBLING ST & DIVISION,BROOKLYN,NY,"11201",40.707524,-73.961158,N  ,N  ,-----,------         
993293.832268612,197090.69141394,489447,NYP004158580,CON EDISON,NY,------,Other,WYTHE AVE & N 11TH ST,BROOKLYN,NY,"11201",40.70764,-73.96738,N  ,N  ,-----,------         
994602.16982554,197098.502876683,486463,NYP004736146,CON EDISON,NY,------,Other,134 DIVISION AVE,BROOKLYN,NY,"11211",40.70766,-73.962661,N  ,N  ,-----,------         
993011.300835445,197129.570721911,499637,NYP004154183,CON EDISON - MANHOLE 4352,NY,------,Other,KENT AVE AND N 11 ST,BROOKLYN,NY,"11201",40.707747,-73.968399,N  ,N  ,-----,------         
994660.716650967,196988.864449841,505827,NYP004825085,CON EDISON,NY,------,Other,185 CLYMER ST,BROOKLYN,NY,"11211",40.707359,-73.96245,N  ,N  ,-----,------         
994004.841905788,195364.404886702,520687,NYP000967281,ONE WEST BANK,NY,------,Other,31 ROSS ST,NEW YORK,NY,"14213",40.702901,-73.964818,N  ,N  ,-----,------         
993422.159064041,195733.607962216,550215,NYN008018756,NEW YORK CITY AUTO AUCTION,NY,------,Other,570 KENT ST,BROOKLYN,NY,"11211",40.703915,-73.966919,N  ,N  ,-----,------         
994258.611105352,195200.559868098,615951,NYP004007951,CON ED - MH 135,NY,------,Other,W/S RODNEY ST 70` S/O,BROOKLYN,NY,11206-0000,40.702451,-73.963903,N  ,N  ,-----,------         
994855.382881611,195008.447726919,629431,NYP004432258,CON EDISON MANHOLE: 59627,NY,------,Other,WYTHE AVE & HOOPER ST,BROOKLYN,NY,"11249",40.701923,-73.961751,N  ,N  ,-----,------         
993731.947845923,196227.395512686,643459,NYP004495016,CON EDISON VAULT SUBMERSIBLE: 6327,NY,------,Other,81 CLYMER ST,BROOKLYN,NY,"11249",40.70527,-73.965801,N  ,N  ,-----,------         
994813.163355043,197083.292225325,708818,NYD012542585,GANZ FRENCH CLEANERS,NY,------,Other,163 DIVISION AVE,BROOKLYN,NY,11211-7105,40.707618,-73.9619,N  ,N  ,-----,------         
989004.678540412,194802.561600098,415656,NYP004258554,CON EDISON MANHOLE: 69584,NY,------,Other,YORK ST & GOLD ST,BROOKLYN,NY,"11201",40.701363,-73.982852,N  ,N  ,-----,------         
989485.934342593,195238.765126284,382135,NYP004250528,CON EDISON MANHOLE 650,NY,------,Other,75 HUDSON AVE ON WALK FRONT OF,BROOKLYN,NY,"11201",40.70256,-73.981116,N  ,N  ,-----,------         
988623.310898908,195427.31609773,447363,NYP004316964,CON EDISON MANHOLE: 79363,NY,------,Other,237 WATER ST,BROOKLYN,NY,"11201",40.703078,-73.984227,N  ,N  ,-----,------         
989497.776763496,195607.105917853,308972,NYP004009791,CON ED - MH 68321,NY,------,Other,PLYMOUT6H ST & HUDSON AVE,BROOKLYN,NY,11201-0000,40.703571,-73.981073,N  ,N  ,-----,------         
989058.305371647,195627.05229956,346501,NYP004203014,CON EDISON,NY,------,Other,GOLD ST BTWN PLYMOUTH ST &,BROOKLYN,NY,"11201",40.703626,-73.982658,N  ,N  ,-----,------         
989069.940125525,195679.153904605,348083,NYR000020735,CON EDISON - GOLD ST PUBLIC UTILITY REGULATING STATION PURS,NY,------,VSQG,43 GOLD ST,BROOKLYN,NY,"10003",40.703769,-73.982616,"3  ",N  ,H----,------         
989333.815463213,196065.763003018,333502,NYD980531685,ATLANTIC WHITE LEAD & LINSEED OIL CO,NY,------,Other,137 MARSHALL ST,BROOKLYN,NY,"11201",40.70483,-73.981664,N  ,N  ,-----,------         
988729.260062313,198230.860837069,378552,NYP004282265,CON EDISON SERVICE BOX: 35302,NY,------,Other,FDR DR & GOVERNEUR SLIP,NEW YORK,NY,"10002",40.710773,-73.983843,N  ,N  ,-----,------         
989315.241946728,196051.550192002,456974,NYP004186060,CON EDISON - MANHOLE 5049,NY,------,Other,NORTH WEST CORNER MARSHALL ST,BROOKLYN,NY,"11201",40.704791,-73.981731,N  ,N  ,-----,------         
989468.541643585,194890.825693189,461461,NYP004222535,CON EDISON - MANHOLE 646,NY,------,Other,SE COR HUDSON AVE & YORK ST,BROOKLYN,NY,"11201",40.701605,-73.981179,N  ,N  ,-----,------         
989063.879700928,198255.335639529,471520,NYP004282448,CON EDISON MH 35299,NY,------,Other,349 FDR DR,NEW YORK,NY,"10002",40.71084,-73.982636,N  ,N  ,-----,------         
989058.305371647,195627.05229956,482382,NYP004164216,CON EDISON,NY,------,Other,PLYMOUTH & GOLD ST,BROOKLYN,NY,"11203",40.703626,-73.982658,N  ,N  ,-----,------         
989004.678540412,194802.561600098,490493,NYP004160040,CON EDISON,NY,------,Other,GOLD ST & YORK ST,BROOKLYN,NY,"11201",40.701363,-73.982852,N  ,N  ,-----,------         
989018.474928079,195142.849038219,494686,NYP004878247,CON EDISON,NY,------,Other,FRONT ST & GOLD ST,BROOKLYN,NY,"11201",40.702297,-73.982802,N  ,N  ,-----,------         
989497.776763496,195607.105917853,568520,NYP004005534,CON ED - MH 60356,NY,------,Other,PLYMOUTH ST & HUDSON AVE,BROOKLYN,NY,11201-0000,40.703571,-73.981073,N  ,N  ,-----,------         
989076.100287303,195378.218069406,570691,NYD982792640,SAFEWAY REMOVAL SERVICE LTD,NY,------,Other,290 WATER ST,BROOKLYN,NY,11201-1216,40.702943,-73.982594,N  ,N  ,-----,------         
989524.851101818,196053.781185497,580763,NYP000930586,CON ED - V 5027,NY,------,Other,MARSHALL & HUDSON AVE,BROOKLYN,NY,10201-0000,40.704797,-73.980975,N  ,N  ,-----,------         
989511.310398231,195847.202747331,581528,NYP004106837,CON EDISON  - VS 2490,NY,------,Other,JOHN ST. AND HUDSON AVE.,BROOKLYN,NY,"11231",40.70423,-73.981024,N  ,N  ,-----,------         
989368.47443892,194754.544603065,598189,NYR000011296,NYC DEPT OF EDUCATION - PS 307K,NY,------,SQG,209 YORK ST,BROOKLYN,NY,"11201",40.701231,-73.98154,"2  ",N  ,H----,------         
988856.058640695,194803.261341269,602433,NYR000075085,NYCHA - FARRAGUT HOUSES,NY,------,Other,190 YORK AVE,BROOKLYN,NY,11201-2516,40.701365,-73.983388,N  ,N  ,-----,------         
989721.851012548,195418.068210897,622593,NYP004198602,CON EDISON,NY,------,Other,EVANS ST & LITTLE ST,BROOKLYN,NY,"11205",40.703052,-73.980265,N  ,N  ,-----,------         
989483.688638354,195365.551673481,626711,NYP004816813,CON EDISON,NY,------,Other,WATER ST & HUDSON,BROOKLYN,NY,"11201",40.702908,-73.981124,N  ,N  ,-----,------         
989093.700470758,196099.231903626,627924,NYP004367314,CON EDISON - MANHOLE 5051,NY,------,Other,S/S MARSHALL ST 10 E/O GOLD ST,BROOKLYN,NY,"11201",40.704922,-73.98253,N  ,N  ,-----,------         
989485.934342593,195238.765126284,682430,NYP004248882,CON EDISON MANHOLE 650,NY,------,Other,75 HUDSON AVE,BROOKLYN,NY,"11201",40.70256,-73.981116,N  ,N  ,-----,------         
989511.310398231,195847.202747331,691152,NYP004281150,CON EDISON TRANSFORMER MANHOLE: 37 DEG E/O HUDSON AVE,NY,------,Other,JOHN ST & HUDSON AVE,BROOKLYN,NY,"11201",40.70423,-73.981024,N  ,N  ,-----,------         
989035.340208439,195385.860870021,703131,NYP004106159,CON EDISON  - MH 64795,NY,------,Other,WATER & GOLD,BROOKLYN,NY,"11201",40.702964,-73.982741,N  ,N  ,-----,------         
989278.782708693,195384.45318888,705822,NYP004137675,CON EDISON MANHOLE 729,NY,------,Other,301 WATER ST,BROOKLYN,NY,"11201",40.70296,-73.981863,N  ,N  ,-----,------         
989555.913002964,194755.313841893,706230,NYP004144952,CON EDISON MANHOLE 692,NY,------,Other,NAVY ST & YORK ST,BROOKLYN,NY,"11201",40.701233,-73.980864,N  ,N  ,-----,------         
999927.614219022,197472.983941974,488687,NYP004758371,CON EDISON,NY,------,Other,193 GRAHAM AVE,BROOKLYN,NY,"11206",40.70868,-73.943452,N  ,N  ,-----,------         
1000033.29900515,194835.663035882,493670,NYP004776399,CON EDISON,NY,------,Other,BROADWAY & DEBEVOISE ST,BROOKLYN,NY,"11206",40.701441,-73.943077,N  ,N  ,-----,------         
1000059.42011579,196447.842891673,469333,NYP004183786,CON EDISON - MANHOLE 233,NY,------,Other,130 BOERUM ST AND GRAHAM AV,BROOKLYN,NY,"11206",40.705866,-73.942979,N  ,N  ,-----,------         
1000119.02335686,194765.038943546,460262,NYP004302295,CON EDISON - MANHOLE 15633,NY,------,Other,NEC BROADWAY / VARET ST,BROOKLYN,NY,"11206",40.701247,-73.942768,N  ,N  ,-----,------         
1000119.02335686,194765.038943546,459799,NYP004355582,CON EDISON - MANHOLE 15619,NY,------,Other,SWC BROADWAY / LYNCH ST,BROOKLYN,NY,"11206",40.701247,-73.942768,N  ,N  ,-----,------         
1000119.02335686,194765.038943546,461095,NYP004306957,CON EDISON - MANHOLE 15628,NY,------,Other,584 BROADWAY,BROOKLYN,NY,"11206",40.701247,-73.942768,N  ,N  ,-----,------         
1000229.7392129,195480.656870297,459461,NYP004184297,CON EDISON - MANHOLE 14001,NY,------,Other,64 GRAHAM AVE,BROOKLYN,NY,"11206",40.703211,-73.942367,N  ,N  ,-----,------         
1000235.74107802,197310.329497733,463849,NYP004184123,CON EDISON - MANHOLE 954,NY,------,Other,169 MESEROLE ST / MANHATTAN AV,BROOKLYN,NY,"11206",40.708233,-73.942341,N  ,N  ,-----,------         
1000282.69680836,196738.725573813,485591,NYP004755633,CON EDISON,NY,------,Other,180 JOHNSON AVE,BROOKLYN,NY,"11206",40.706664,-73.942173,N  ,N  ,-----,------         
1000282.69680836,196738.725573813,491917,NYP004784179,CON EDISON,NY,------,Other,180 JOHNSON AVE FRONT OF,BROOKLYN,NY,"11201",40.706664,-73.942173,N  ,N  ,-----,------         
1000297.32111967,195169.927604948,468289,NY0000375469,PS 257K SCHOOL,NY,------,LQG,60 COOK ST,BROOKLYN,NY,"11206",40.702358,-73.942124,"1  ",N  ,H----,------         
1000319.92984422,197034.586812958,454103,NYP004528592,CON EDISON SERVICE BOX: 16030,NY,------,Other,177 MONTROSE AVE,BROOKLYN,NY,"11206",40.707476,-73.942038,N  ,N  ,-----,------         
1000347.58921777,195463.975708594,496304,NYP004845901,CON EDISON,NY,------,Other,97 VARET ST,BROOKLYN,NY,"11206",40.703165,-73.941942,N  ,N  ,-----,------         
1000512.87449399,196653.625651868,459355,NYP004345302,CON EDISON - MANHOLE 180,NY,------,Other,276 HUMBOLDT ST,BROOKLYN,NY,"11206",40.70643,-73.941343,N  ,N  ,-----,------         
1000667.11380007,197345.593816566,486475,NYP004739082,CON EDISON,NY,------,Other,199 MESEROLE ST,BROOKLYN,NY,"11206",40.708329,-73.940785,N  ,N  ,-----,------         
1000667.11380007,197345.593816566,474396,NYP004728911,CON EDISON,NY,------,Other,199 MESEROLE ST,BROOKLYN,NY,"11206",40.708329,-73.940785,N  ,N  ,-----,------         
1000996.46684895,196566.515813022,469411,NYP000965483,NYCT - MANHOLES,NY,------,Other,BUSHWICK AVE & BOERUM ST,BROOKLYN,NY,"11206",40.70619,-73.939599,N  ,N  ,-----,------         
995258.345250551,196042.597933799,444473,NYP004360244,CON EDISON SERVICE BOX: 41286,NY,------,Other,152 RODNEY ST,BROOKLYN,NY,"11205",40.704761,-73.960296,N  ,N  ,-----,------         
995477.220706138,196987.772359645,486032,NYP004757001,CON EDISON,NY,------,Other,DIVISION AVE & WILSON ST SB719,BROOKLYN,NY,"11211",40.707355,-73.959505,N  ,N  ,-----,------         
995482.278044891,196246.361713726,467873,NYP004728069,CON EDISON,NY,------,Other,159 RODNEY ST & LEE ST,BROOKLYN,NY,"11216",40.70532,-73.959488,N  ,N  ,-----,------         
995629.00360839,196718.238532355,455018,NYP004737169,CON EDISON,NY,------,Other,210 ROSS ST,BROOKLYN,NY,"11249",40.706615,-73.958958,N  ,N  ,-----,------         
995629.337780613,196007.429540554,469112,NYP004294476,CON EDISON - MANHOLE 59641,NY,------,Other,109 WILLIAMSBURG EAST,BROOKLYN,NY,"11211",40.704664,-73.958958,N  ,N  ,-----,------         
995654.600850719,195350.553388305,471170,NYP004566113,CON EDISON SERVICE BOX: 14207,NY,------,Other,143 HEWES ST,BROOKLYN,NY,"11211",40.702861,-73.958868,N  ,N  ,-----,------         
995825.165361059,195838.837369179,464320,NYP004183315,CON EDISON - MANHOLE 99,NY,------,Other,204 HOOPER ST AND LEE AVE,BROOKLYN,NY,"11211",40.704201,-73.958252,N  ,N  ,-----,------         
995832.442462319,195116.737680204,483897,NYP004748430,CON EDISON,NY,------,Other,124 PENN ST,BROOKLYN,NY,"11211",40.702219,-73.958227,N  ,N  ,-----,------         
996154.13030315,197266.080343436,463848,NYP004184057,CON EDISON - MANHOLE 15581,NY,------,Other,BROADWAY ANS HAVEMAYER ST,BROOKLYN,NY,"11211",40.708118,-73.957063,N  ,N  ,-----,------         
996351.997537999,195222.647829151,334609,NYP000929927,CON ED - MH 940,NY,------,Other,RUTLEDGE AVE & LEE AVE,BROOKLYN,NY,11211-0000,40.702509,-73.956353,N  ,N  ,-----,------         
996531.511849362,196079.279475429,445307,NYP004408811,CON EDISON SERVICE BOX: 14225,NY,------,Other,MARCY AVE & HEWES ST,BROOKLYN,NY,"11211",40.70486,-73.955704,N  ,N  ,-----,------         
996575.109905369,195400.918076552,449840,NYP004313748,CON EDISON,NY,------,Other,192 RUTLEDGE ST,BROOKLYN,NY,"11211",40.702998,-73.955548,N  ,N  ,-----,------         
996620.549979668,195463.606118517,444687,NYP004335386,CON EDISON SERVICE BOX: 4414,NY,------,Other,207 RUTLEDGE ST,BROOKLYN,NY,"11249",40.70317,-73.955384,N  ,N  ,-----,------         
